Incident ID,Year,Month,Country Code,Country,Region,District,City,UN,INGO,ICRC,NRCS and IFRC,NNGO,Other,Nationals killed,Nationals wounded,Nationals kidnapped,Total nationals,Internationals killed,Internationals wounded,Internationals kidnapped,Total internationals,Total killed,Total wounded,Total kidnapped,Total affected,Gender Male,Gender Female,Gender Unknown,Means of attack,Attack context,Location,Motive,Actor type,Actor name,Details,Verified,Source,ActorGroup
2764,2019,8,ML,Mali,Gao,Bourem,Bourem,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Other Explosives,Unknown,Unknown,Unknown,Unknown,Unknown,"One national staff member of a local NGO in Bourem town, Bourem Cercle, Goa, was injured by a grenade explosion.",Yes,Official Report,Unknown
2820,2019,8,SY,Syrian Arab Republic,Hama,Ziyara,Shagurit,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Project site,Political,Host state,Syrian Armed Forces,"One male NGO volunteer sustained serious injuries from reported regime bombardment in the town of Shagurit, Hama as he was attempting to assist other civilians. The volunteer was taken to medical facilities in Hama but died of his injuries.",Yes,Media,State Actor
2959,2019,8,YE,Yemen,Dhamar,Dhamar,Thi Yai,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,Unknown,Unknown,Unknown,One INGO national staff member was shot and wounded after his vehicle was ambushed on the road in Thi Yai village near Dhamar city.,Yes,Focal Point,Unknown
2765,2019,8,CF,Central African Republic,Ouham,Batangafo,Batangafo,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Project site,Economic,Criminal,Unknown,"One security guard at an INGO guest house in Batangafo was severely injured, when a group of 5 unknown criminals broke in. The perpetrators stole a large sum of money, international passports, and 2 computers of staff still sleeping. MINUSCA patrol responded, but the perpetrators had already fled. The security guard was transported to the local hospital, and the INGO staff were escorted to the base.",Yes,Official Report,Criminal
2769,2019,8,PS,Occupied Palestinian Territories,Gaza Strip,Rafah,Rafah,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Shooting,Combat/Crossfire,Public location,Disputed,Host state,Israel Defense Forces (IDF),One female volunteer paramedic was injured in the head with a plastic-coated steel bullet while trying to assist wounded during the Great March of Return protests in the Occupied Palestinian Territories.,Yes,Media,State Actor
2770,2019,8,PS,Occupied Palestinian Territories,Gaza Strip,Khan Younis,Khan Younis,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Combat/Crossfire,Public location,Disputed,Host state,Israel Defense Forces (IDF),One male volunteer paramedic for the Palestinian Red Crescent Society and one male volunteer paramedic for a local NGO were both wounded with plastic-coated steel bullets at demonstrations in Khan Younis district of the Gaza Strip. The staff members were struck on the left thigh and neck respectively.,Yes,Media,State Actor
2772,2019,8,CD,DR Congo,Tanganyika,Kalemie,Kalemie,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown,Unknown,Unknown,"One male national driver for a UN implementing partner was traveling around 40km on the Kalemie - Nyemba - Nyunzu axis, when his truck carrying fuel to Nyunzu was ambushed by unknown armed assailants. The perpetrators shot the driver in the arm, but he was able to speed away and arrive at a medical centre 50km away to receive medical attention. He was evacuated to Kalemie by air for treatment.
",Yes,Official Report,Unknown
2819,2019,8,SY,Syrian Arab Republic,Idlib,Idlib,Kafr Awed,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,Unknown,Foreign or coalition forces,Russian Syrian Military Coalition,"One male NGO volunteer was injured after regime air strikes struck his town of Kafr Awed, Idlib. The raid also killed 3 and injured 12 other civilians.",Yes,Media,State Actor
2766,2019,8,UG,Uganda,Central,Kampala,Busega,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Kidnap-killing,Individual attack,Home,Unknown,Unknown,Unknown,"One female national NGO aid worker was abducted by unknown perpetrators outside her home in Busega, a suburb of Kampala. Exact cause of death is unknown, but her body was found the following day in Nakitutuli village in Nama sub-county, Mukono district, and reports indicate it appeared to have head trauma. The female staff member was also reportedly 6 months pregnant at the time of the attack.",Yes,Media,Unknown
2896,2019,8,ET,Ethiopia,Gambella,Anuak,Gambella,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily assault,Detention,Custody,Incidental,Police or paramilitary,Police,Two male national staff members were assaulted by police officers after being stopped and temporarily detained on the road in Gambella.,Yes,Focal Point,State Actor
2913,2019,9,UG,Uganda,Western,Kiryandongo,Bweyale,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Individual attack,Public location,Unknown,Unknown,Unknown,"One male NGO national staff member was attacked with a knife outside of his house on the street in Bweyale by unknown perpetrators. Reports indicate the staff member was lured outside by a phone call pretending to be a friend, where he was then cut twice on the head and neck. He was taken to hospital where he died the next day.",Yes,Focal Point,Unknown
2767,2019,9,SY,Syrian Arab Republic,Idlib,Idlib,Darkoush,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Individual attack,Public location,Unknown,Unknown,Unknown,"One national male staff member of an INGO and NGO in Syria, was kidnapped by unknown gunmen in Darkoush town located in the western suburbs of Idlib governate. He was released on September 17, 2019.",Yes,Media,Unknown
2957,2019,9,AF,Afghanistan,Kabul,Kabul,Kabul,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,7,Vehicle-born IED,Combat/Crossfire,Office/compound,Political,Non-state armed group: National,Taliban,Seven INGO international staff members were injured after a large vehicle borne IED exploded outside the Green Village compound in Kabul. The Taliban took responsibility for the attack that killed 16 and wounded over 100.,Yes,Focal Point,Non-state Armed Group
2771,2019,9,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic,Unknown,Unknown,"2 INGO staff members and their driver were travelling in Juba to the INGO compound when they were stopped by armed men wearing partially civilian and military clothes. Reports indicate the staff members were removed from the vehicle, robbed and the driver was assaulted and placed in the trunk of the vehicle around 2030hLT. The armed perpetrators drove the vehicle around until 2330hLT when it was abandoned. The driver was rescued and received medical attention for his injuries.",Yes,Official Report,Unknown
2768,2019,9,ET,Ethiopia,Gambella,Nguenyyiel,Nguenyyiel Refugee Camp,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Ambush,Road,Unknown,Unknown,Unknown,Two INGO staff members were ambushed and killed by unknown perpetrators as they were in transit from the Nguenyyiel Refugee Camp. The aid workers were staff in a child nutrition center within the camp.,Yes,Media,Unknown
2897,2019,9,ET,Ethiopia,Gambella,Anuak,Gambella,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,Ambush,Road,Political,Host state,Ethiopian Armed Forces,Two male national INGO staff members were shot and killed after being ambushed by the Ethiopian Armed Forces on the road in Gambella.,Yes,Focal Point,State Actor
2773,2019,9,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Bodily assault,Individual attack,Public location,Economic,Unknown,Unknown,"One national staff member of an INGO was assaulted by three unknown armed men and robbed of cash and a mobile phone near Rock City in Juba. The staff member received medical attention for injuries sustained during the assault, and reported the incident to the proper authorities.",Yes,Official Report,Unknown
2778,2019,9,PK,Pakistan,Khyber Pakhtunkhwa ,Peshawar,Peshawar,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Ambush,Road,Political,Unknown,Unknown,"One female immunization aid worker was shot and killed on her way to work in Peshawar. The staff member was traveling the cities ring road near the Madina CHG Station at 9:00 am when unknown motorists opened fire. Her body was taken to the Khyber Medical College.
",Yes,Media,Unknown
2774,2019,9,SS,South Sudan,Central Equatoria,Juba,"Juba, Buluk",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Road,Economic,Unknown,Unknown,"One male national staff member of a local NGO returning to his house from a neighbours at around 20:30LT, was attacked by 5 men in civilian clothing in the Juba suburb of Buluk. The 5 men robbed the staff member of cash and his mobile phone, and severely damaged his face. The next day he received medical treatment at the Juba Teaching Hospital, and the incident was reported to the authorities.",Yes,Official Report,Unknown
2878,2019,9,PK,Pakistan,Khyber Pakhtunkhwa,South Waziristan,Gomal,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,Economic,Non-state armed group: Unknown,Not applicable,"One male national INGO staff member was kidnapped in Gomal city South Waziristan district. He was later released unharmed.
",Yes,Focal Point,Non-state Armed Group
2775,2019,9,SO,Somalia,Hirshabelle,Middle Shabelle ,Balad,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Roadside IED,Combat/Crossfire,Road,Political,Non-state armed group: Regional,Al Shabaab,One male humanitarian aid worker was killed when a roadside explosion damaged a convoy carrying government representatives. The explosion reportedly occurred on Jowhar-Bal'ad road.,Yes,Media,Non-state Armed Group
2776,2019,9,AF,Afghanistan,Baghlan,Jaded,Khal Zaey,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,5,5,0,0,5,Kidnapping,Ambush,Road,Unknown,Non-state armed group: Unknown,Not applicable,"Five staff members of a local NGO were reportedly kidnapped by unknown non-state actors, along the Kunduz-Baghlan road in the Khal Zaey area of Baghlan province. No further information about their whereabouts is available at this time.",Yes,Official Report,Non-state Armed Group
2949,2019,9,CD,DR Congo,Kinshasa,Kinshasa,Kinshasa,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic,Unknown,Unknown,"One national INGO staff member was injured when robbed at gunpoint while sitting in a cab.
",Yes,Focal Point,Unknown
2777,2019,9,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,Bodily assault,Individual attack,Road,Economic,Criminal,Unknown,"One female international INGO staff member was seriously injured when two men attempted to steal her shoulder bag. The staff member was walking on the sidewalk in the Hai Cinema area of Juba, when two unknown criminals on a motorbike attempted to steal her bag which was attached to her body/shoulder. The staff member was dragged for several metres and sustained a serious shoulder injury which required surgery.",Yes,Official Report,Criminal
2948,2019,9,UG,Uganda,Central,Kampala,Kampala,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Public location,Economic,Unknown,Unknown,One INGO national staff member was injured after he was severely assaulted after an unknown perpetrator robbed him in front of his home in Kampala.,Yes,Focal Point,Unknown
2782,2019,9,ML,Mali,Mopti,Douentza,Between Dansa and Dallah,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,1,0,3,Kidnapping,Ambush,Road,Unknown,Non-state armed group: Subnational,Fulani,"Three INGO staff and their driver were reportedly ambushed by suspected Fulani militants between Dansa and Dallah villages, at 25 km and 35 km east of Douentza town. The armed perpetrators kidnapped all four in the vehicle, but released everyone the following day unharmed. Information about motive is unavailable at this time.",Yes,Official Report,Non-state Armed Group
2779,2019,9,SS,South Sudan,Central Equatoria,Juba,Juba,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Home,Economic,Unaffiliated,Not applicable,"Gunmen broke into the home of a national male INGO staff member in Juba and held him at gunpoint while they stole cash, mobile phones, and laptops. The staff member was then shot. Emergency surgery was performed at the local hospital. The staff member is expected to recover.
",Yes,Official Report,Individual
2822,2019,9,NG,Nigeria,Borno,Maiduguri,Unknown,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Kidnap-killing,Individual attack,Custody,Political,Non-state armed group: Regional,Boko Haram,"Two male national aid workers of an INGO were kidnapped in Borno state reportedly in the Maiduguri area. Boko Haram militants then posted on September 22, 2019 a video of their execution, shared by various media outlets. Exact location or time/day of death is unknown. Coordinates given are for Maiduguri.",Yes,Media,Non-state Armed Group
2976,2019,9,YE,Yemen,Taiz,Taiz,Taiz,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Project site,Other,Aid recipient,Not applicable,One male INGO volunteer was shot by an angry aid recipient while monitoring food distribution in Taiz.,Yes,Focal Point,Individual
2780,2019,9,SS,South Sudan,Lakes,Unknown,Cuibet-Abiriu Road,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic,Unaffiliated,Not applicable,"A national staff member from a local NGO was robbed and assaulted while on-route from Abiriu to Cuibet. He was travelling on a motorbike when two armed men stopped him and tried to rob him at gunpoint. When the attempt was unsuccessful, the robbers proceeded to beat him and then fled from the scene. The NGO aid worker was admitted to the hospital for his injuries.
",Yes,Official Report,Individual
2946,2019,9,PH,Philippines,National Capital,Manila,Quezon,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Home,Incidental,Unknown,Unknown,One INGO national staff member was stabbed by an individual assumed to be under the influence of drugs at a house party in Quezon city of metro Manila. The staff member was seriously injured and was evacuated.,Yes,Focal Point,Unknown
2781,2019,9,ML,Mali,Mopti,Douentza,Wally,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,1,0,2,Kidnapping,Ambush,Road,Unknown,Unknown,Unknown,"Three national INGO personnel, two staff and a driver, were kidnapped along with their vehicle. Unknown armed assailants riding motorcycles ambushed the INGO vehicle near Wally village, 20 km east of Hombori town, Douentza cercle. Further information is not available at this time.",Yes,Official Report,Unknown
2856,2019,9,CM,Cameroon,Northwest,Mezam,Bambili,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,Kidnapping,Ambush,Road,Economic,Non-state armed group: Unknown,Not applicable,"4 male INGO national staff members were ambushed when their truck full of food supplies broke down in Bambili, Mezam Division, North West Region. Focal Point reports indicate non-state armed actors kidnapped the 4 staff members, demanded ransom to the INGO, and held them for 3 days.
",Yes,Focal Point,Non-state Armed Group
2871,2019,9,BD,Bangladesh,Chittagong,Cox's Bazar,Cox's Bazar,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Bodily assault,Individual attack,Project site,Unknown,Unaffiliated,Spouse,One female national INGO staff member was wounded when her angry spouse entered the project site in Cox's Bazar and assaulted her.,Yes,Focal Point,Individual
3015,2019,10,SY,Syrian Arab Republic,Hama,Suran,Morek,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Individual attack,Office/compound,Political,Host state,Syrian Armed Forces,"One male NGO staff member was killed after regime shelling hit the office compound in Morek, Hama.
",Yes,Focal Point,State Actor
2783,2019,10,SS,South Sudan,Central Equatoria,Juba,Buluk,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Bodily assault,Detention,Public location,Economic,Host state,South Sudan Defence Forces (SSDF),"Two male national staff members of two separate INGOs were stopped at 10:00 am LT outside a UN Agency in Buluk, after leaving a nearby bank. The staff were reportedly stopped by eight armed men in military uniforms, who forcibly detained them and drove them to the John Garang Mausoleum. At the monument park, the men were assaulted, stripped naked, and severely physically abused. The perpetrators also stole large sums of money and cell phones from the staff members.",Yes,Official Report,State Actor
2790,2019,10,SS,South Sudan,Jonglei,Ayod,Pagil,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,7,7,0,0,Kidnapping,Unknown,Unknown,Political,Non-state armed group: Regional,SPLA/M-IO,"7 national staff members of an INGO, including two guards, were reportedly kidnapped by armed perpetrators, reported to be SPLA/M-IO supported by local authorities in Pagil town. 6 of the staff members were held for over 24 hours, but released after the intervention of an INGO program officer. The last staff member was released two weeks later.",Yes,Official Report,Non-state Armed Group
2898,2019,10,LY,Libyan Arab Jamahiriya,West,Tripoli,Tripoli,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Project site,Incidental,Unaffiliated,Not applicable,One male national staff member was assaulted by an unaffiliated civilian at a project site in Tripoli.,Yes,Focal Point,Individual
2945,2019,10,UG,Uganda,Central,Kampala,Kampala,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,Bodily assault,Individual attack,Public location,Economic,Unknown,Unknown,"One international INGO staff member was injured after his phone was stolen in a shopping mall which resulted in a physical altercation.
",Yes,Focal Point,Unknown
2857,2019,10,CM,Cameroon,Northwest,Mezam,Bambili,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,5,5,5,0,0,Kidnapping,Ambush,Road,Unknown,Non-state armed group: Unknown,Not applicable,Three male NGO national staff members were kidnapped after their truck transporting food was intercepted by a non-state armed group north of Bambili. Two additional staff members from the NGO were sent to recover the food and also kidnapped. All 5 staff were released unharmed 4 days later.,Yes,Focal Point,Non-state Armed Group
2882,2019,10,AF,Afghanistan,Ghowr,Dulaina,Bayencha village,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,Unknown,Non-state armed group: National,Taliban,One male NGO staff member was shot and killed when the ambulance he was in to accompany a patient was ambushed by Taliban perpetrators near Bayencha village between Dualiana district and Chaghcharan district.,Yes,Focal Point,Non-state Armed Group
2785,2019,10,ML,Mali,Mopti,Unknown,Sahouna,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Project site,Unknown,Unknown,Unknown,"2 INGO national male staff were abducted from Sahouna village, Mopti, by a group of armed individuals. They were released on November 13, 2019.
",Yes,Official Report,Unknown
2788,2019,10,SY,Syrian Arab Republic,Ar-Raqqah,Tell Abyad,Tell Abyad,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Unknown,Unknown,Foreign or coalition forces,Turkish Armed Forces,"One doctor for a Kurdish NGO was reportedly killed during a Turkish airstrike near the northern Syria border town of Tell Abyad.
",Yes,Media,State Actor
2868,2019,10,TZ,Tanzania,Kigoma,Kasulu,Kasulu,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,Rape/sexual assault ,Raid,Project site,Incidental,Unaffiliated,Not applicable,One national female INGO staff member was sexually assaulted by an unaffiliated male at a project site in Kasulu.,Yes,Focal Point,Individual
2784,2019,10,SS,South Sudan,Lakes,Rumbek,"Rumbek-Cueibet road, Makakot in Abiriru Payam",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Ambush,Road,Unknown,Unknown,Unknown,"One INGO national staff member was shot when the vehicle that he was traveling in along Rumbek-Cueibet road was ambushed by armed men. The INGO vehicle was stopped in Makakot in Abiriru Payam, Rumbek. Personal items were taken from the INGO vehicle.
",Yes,Official Report,Unknown
2944,2019,10,SN,Senegal,Dakar,Dakar,Dakar,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Individual attack,Public location,Economic,Unknown,Unknown,"One INGO national staff member was stabbed by a criminal perpetrator until he handed over the keys to his motorcycle on a public street in Dakar.
",Yes,Focal Point,Unknown
2792,2019,10,CF,Central African Republic,Ouham,Batangafo,Batangafo,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,4,0,0,Bodily assault,Raid,Office/compound,Unknown,Criminal,Unknown,"4 staff members of an INGO were assaulted during a robbery of the INGO base by a group of armed men in Batangafo. One security guard was stabbed, and all four received medical attention at a local hospital. Organization statements highlight repeated attacks in this area on their facilities in the last year.",Yes,Official Report,Criminal
2911,2019,10,ET,Ethiopia,Addis Ababa,Addis Ababa,Addis Ababa,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,1,1,0,Bodily assault,Individual attack,Public location,Economic,Criminal,Unknown,"Two female INGO international staff members walking back to their hotel from an event in Addis Ababa were attacked by four unknown criminal men and strangled until they were unconcious, where they were then robbed. Once the staff members gained consciousness they walked back to the hotel and reported the incident.",Yes,Focal Point,Criminal
2861,2019,10,AF,Afghanistan,Badakhshan,Shahr-e Buzurg,Aspakha village,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,Kidnapping,Raid,Project site,Economic,Non-state armed group: Subnational,The Islamic Emirate of Afghanistan,"Two INGO national staff, one female and one male, were kidnapped along with two civilians (rental car driver and staff's husband) at a project site in Aspakha village, Shahr-e-Buzurg district. Focal point reports indicate the kidnappers belong to the NSAG The Islamic Emirate of Afghanistan and requested ransom from one of the family members. Both staff were released unharmed after 36 hours.",Yes,Focal Point,Non-state Armed Group
2807,2019,10,AF,Afghanistan,Ghowr,Chaghcharan,"Shahr-e- Naw village, Yarfolad Area",0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,Shooting,Raid,Project site,Political,Non-state armed group: National,Taliban,"One female health worker for a national NGO was killed by Taliban militants in Shahr-e- Naw village, Yarfolad Area, of Chaghcharan district, Ghor at 2:00pm. One other female staff member was wounded, and taken to the provincial hospital of Chaghcharan where she succumbed to her injuries.",Yes,Focal Point,Non-state Armed Group
2805,2019,10,PS,Occupied Palestinian Territories,Gaza Strip,Gaza,North Gaza,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Combat/Crossfire,Public location,Disputed,Host state,Israel Defense Forces (IDF),One male volunteer paramedic with the Palestinian Red Crescent was injured after a reported direct blow of a tear gas canister to his right leg during Friday demonstrations in the North Gaza District.,Yes,Media,State Actor
2791,2019,10,CF,Central African Republic,Mbomou,Rafai,Barawa-Dembia,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,4,Kidnapping,Ambush,Road,Unknown,Non-state armed group: National,Unite pour la paix en Centrafrique (UPC),"4 national NGO staff members were reportedly abducted by perpetrators from the non-state armed group Unite pour la paix en Centrafrique (UPC). The NGO team was transporting medical supplies from Bangassou to Djema, when they were ambushed near Barawa-Dembia, 165 km northwest of Rafai. The armed perpetrators also looted and burned the NGO vehicles.",Yes,Official Report,Non-state Armed Group
2786,2019,10,SS,South Sudan,Central Equatoria,Morobo ,Isebi,5,0,0,0,0,0,3,2,0,5,0,0,0,0,3,2,0,5,3,2,0,Shooting,Combat/Crossfire,Project site,Incidental,Non-state armed group: Subnational,National Salvation Front,"Three volunteers, two male and one female, were killed in a crossfire incident during clashes between armed groups in Morobo County. The volunteers were working in Ebola screening points, tracking the spread of the disease. Two volunteers were also injured and one of them is recovering from gunshot wounds. A female volunteer was abducted during the attack. Later media reports indicate she died from her injuries.
",Yes,Official Report,Non-state Armed Group
3014,2019,10,SY,Syrian Arab Republic,Idlib,Jisr-Ash-Shugur,Darkoush,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Other Explosives,Combat/Crossfire,Public location,Unknown,Unknown,Unknown,"One male NGO staff member was killed when an unknown explosive detonated, while he was attempting to put out a fire at a warehouse in Darkoush.
",Yes,Focal Point,Unknown
2818,2019,10,SY,Syrian Arab Republic,Idlib,Jisr-Ash-Shugur,Darkoush,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Public location,Unknown,Unknown,Unknown,"One male NGO volunteer was killed while inspecting repeated explosions in the city of Darkoush, Idlib.",Yes,Media,Unknown
2850,2019,11,CM,Cameroon,Northwest,Momo,Guzan,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,1,1,0,Kidnapping,Individual attack,Project site,Economic,Unknown,Unknown,"One female and one male NGO staff member were kidnapped in Guzan, 15 km from the town of Batibo while distributing food (coordinates for Batibo). They were held for 1.5 days and released after being financially extorted.",Yes,Focal Point,Unknown
2899,2019,11,KE,Kenya,Nairobi,Nairobi,Nairobi,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Ambush,Road,Economic,Unaffiliated,Not applicable,One male national INGO staff member was wounded after being ambushed and robbed on the road in Nairobi by civilians.,Yes,Focal Point,Individual
2793,2019,11,SS,South Sudan,Unity,Rubkona,Bentiu,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,Unknown,Unknown,Unknown,"Two male NGO contractors assigned with building a fence for a school were traveling by foot from Bentiu PoC to Bentiu town when they went missing. Reports indicate kidnapping is suspected, and nothing further about their whereabouts or the perpetrators is unknown at this time.",Yes,Official Report,Unknown
2789,2019,11,SY,Syrian Arab Republic,Al-Hasakah,Tel Tamir,Rashidiyya,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,2,2,0,0,Shelling,Combat/Crossfire,Project site,Disputed,Foreign or coalition forces,Turkish Armed Forces and Free Syrian Army,"An INGO medical team was caught in a reported mortar attack by Turkish Armed Forces and the Free Syrian Army at a project site in the north-eastern town of Rashidiyya where they were providing medical aid. In the attack, one international staff member was killed after shrapnel hit his head and another international staff was wounded.",Yes,Media,State Actor
2795,2019,11,CD,DR Congo,Ituri,Mambasa,Lwemba,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Bodily assault,Individual attack,Road,Political,Unknown,Unknown,"One Ebola community outreach volunteer was stabbed to death in front of his home in Lwemba in Mambasa Territory, Ituri Province. Reports outline the volunteers wife was also injured by the group of unknown perpetrators before they burned down their house. This attack comes as a new Ebola vaccine was set to be released in the area. The incident is categorized as 'other' staff due to likely World Bank funding.",Yes,Official Report,Unknown
2943,2019,11,MW,Malawi,Central,Lilongwe,Lilongwe,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Bodily assault,Raid,Home,Economic,Unknown,Unknown,"One INGO national staff guard was injured after armed perpetrators cut the fence surrounding a residence at 1:50am, handcuffed and beat the guard, but soon fled when the security company was alerted.",Yes,Focal Point,Unknown
3020,2019,11,SY,Syrian Arab Republic,Idlib,Jisr-Ash-Shugur,Jisr-Ash-Shugur,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shelling,Combat/Crossfire,Public location,Political,Host state,Syrian Armed Forces,Two NGO staff members were injured after being hit with shelling in Jisr-Ash-Shugur.,Yes,Focal Point,State Actor
3017,2019,11,SY,Syrian Arab Republic,Aleppo,Atareb,Sahara,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Aerial bombardment,Combat/Crossfire,Public location,Unknown,Foreign or coalition forces,Russian Syrian Military Coalition,Two male NGO staff members were injured during Russian Coalition airstrikes in Sahara.,Yes,Focal Point,State Actor
2817,2019,11,SY,Syrian Arab Republic,Idlib,Jisr-Ash-Shugur,Marj Akhdar,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Aerial bombardment,Combat/Crossfire,Public location,Political,Host state,Syrian Armed Forces,One male NGO volunteer was wounded along with his family during air raids in Marj Akhdar town in Idlib.,Yes,Media,State Actor
2910,2019,11,YE,Yemen,Hajjah,Abs,Abs,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,Bodily assault,Raid,Project site,Political,Police or paramilitary,National Council of Abs District Officer,"Three female INGO staff members were injured when an armed district officer entered a project site with a gun and physically assaulted the women. Reports indicate the staff members were handing out vouchers at a women's only event when one woman was refused a voucher due to documentation issues. An hour later the women returned with a group of men, including a officer of the district where they assaulted the women.
",Yes,Focal Point,State Actor
